,image paths,A,B,alpha,alpha QC
605,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ed_Rosenthal/Ed_Rosenthal_0001.jpg,224,224,1,100
606,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ed_Rosenthal/Ed_Rosenthal_0002.jpg,224,224,1,100
607,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ed_Rosenthal/Ed_Rosenthal_0003.jpg,224,224,1,100
608,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jean-Patrick_Nazon/Jean-Patrick_Nazon_0001.jpg,224,224,1,100
609,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Akmal_Taher/Akmal_Taher_0001.jpg,224,224,1,100
610,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Akmal_Taher/Akmal_Taher_0001.jpg,224,224,1,100
611,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elizabeth_Smart/Elizabeth_Smart_0002.jpg,224,224,1,100
612,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elizabeth_Smart/Elizabeth_Smart_0005.jpg,224,224,1,100
613,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elizabeth_Smart/Elizabeth_Smart_0001.jpg,224,224,1,100
614,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elizabeth_Smart/Elizabeth_Smart_0003.jpg,224,224,1,100
615,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Elizabeth_Smart/Elizabeth_Smart_0004.jpg,224,224,1,100
616,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Liu_Xiaoqing/Liu_Xiaoqing_0001.jpg,224,224,1,100
617,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/David_Wolf/David_Wolf_0002.jpg,224,224,1,100
618,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/David_Wolf/David_Wolf_0001.jpg,224,224,1,100
619,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Liv_Tyler/Liv_Tyler_0001.jpg,224,224,1,100
620,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Liv_Tyler/Liv_Tyler_0001.jpg,224,224,1,100
621,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Vladimir_Ustinov/Vladimir_Ustinov_0001.jpg,224,224,1,100
622,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michelle_Pfeiffer/Michelle_Pfeiffer_0003.jpg,224,224,1,100
623,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michelle_Pfeiffer/Michelle_Pfeiffer_0002.jpg,224,224,1,100
624,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michelle_Pfeiffer/Michelle_Pfeiffer_0002.jpg,224,224,1,100
625,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michelle_Pfeiffer/Michelle_Pfeiffer_0001.jpg,224,224,1,100
626,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Damon_van_Dam/Damon_van_Dam_0002.jpg,224,224,1,100
627,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Damon_van_Dam/Damon_van_Dam_0001.jpg,224,224,1,100
628,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ramon_Cardenas/Ramon_Cardenas_0001.jpg,224,224,1,100
629,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ramon_Cardenas/Ramon_Cardenas_0001.jpg,224,224,1,100
630,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Khum_Bahadur_Khadka/Khum_Bahadur_Khadka_0001.jpg,224,224,1,100
631,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Khum_Bahadur_Khadka/Khum_Bahadur_Khadka_0001.jpg,224,224,1,100
632,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jana_Pittman/Jana_Pittman_0001.jpg,224,224,1,100
633,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Lester_Holt/Lester_Holt_0001.jpg,224,224,1,100
634,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Corell/Hans_Corell_0001.jpg,224,224,1,100
635,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Talal_Keenaan/Talal_Keenaan_0001.jpg,224,224,1,100
636,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tom_Brennan/Tom_Brennan_0001.jpg,224,224,1,100
637,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Stephane_Delajoux/Stephane_Delajoux_0001.jpg,224,224,1,100
638,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jim_Paxson/Jim_Paxson_0001.jpg,224,224,1,100
639,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ibrahim_Jaafari/Ibrahim_Jaafari_0002.jpg,224,224,1,100
640,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ibrahim_Jaafari/Ibrahim_Jaafari_0001.jpg,224,224,1,100
641,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ibrahim_Jaafari/Ibrahim_Jaafari_0001.jpg,224,224,1,100
642,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Martin_Bandier/Martin_Bandier_0001.jpg,224,224,1,100
643,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Amy_Pascal/Amy_Pascal_0001.jpg,224,224,1,100
644,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Nate_Blackwell/Nate_Blackwell_0001.jpg,224,224,1,100
645,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Don_Nickles/Don_Nickles_0001.jpg,224,224,1,100
646,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Don_Nickles/Don_Nickles_0002.jpg,224,224,1,100
647,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Pedro_Duque/Pedro_Duque_0001.jpg,224,224,1,100
648,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Alain_Ducasse/Alain_Ducasse_0001.jpg,224,224,1,100
649,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Baz_Luhrmann/Baz_Luhrmann_0001.jpg,224,224,1,100
650,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Frank_Griswold/Frank_Griswold_0002.jpg,224,224,1,100
651,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Frank_Griswold/Frank_Griswold_0001.jpg,224,224,1,100
652,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Alexa_Loren/Alexa_Loren_0001.jpg,224,224,1,100
653,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steve_Waugh/Steve_Waugh_0002.jpg,224,224,1,100
654,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steve_Waugh/Steve_Waugh_0002.jpg,224,224,1,100
655,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steve_Waugh/Steve_Waugh_0001.jpg,224,224,1,100
656,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Xiang_Xu/Xiang_Xu_0001.jpg,224,224,1,100
657,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Carla_Tricoli/Carla_Tricoli_0001.jpg,224,224,1,100
658,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Piers_Sellers/Piers_Sellers_0001.jpg,224,224,1,100
659,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Albaro_Recoba/Albaro_Recoba_0001.jpg,224,224,1,100
660,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Teddy_Kollek/Teddy_Kollek_0001.jpg,224,224,1,100
661,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Roberto_Canessa/Roberto_Canessa_0001.jpg,224,224,1,100
662,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Peter_Harrison/Peter_Harrison_0001.jpg,224,224,1,100
663,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Peter_Harrison/Peter_Harrison_0002.jpg,224,224,1,100
664,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mark_Sacco/Mark_Sacco_0001.jpg,224,224,1,100
665,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Danis_Tanovic/Danis_Tanovic_0001.jpg,224,224,1,100
666,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/James_Kirtley/James_Kirtley_0001.jpg,224,224,1,100
667,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Carla_Gay_Balingit/Carla_Gay_Balingit_0001.jpg,224,224,1,100
668,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Al_Davis/Al_Davis_0002.jpg,224,224,1,100
669,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Al_Davis/Al_Davis_0001.jpg,224,224,1,100
670,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Oscar_de_la_Renta/Oscar_de_la_Renta_0001.jpg,224,224,1,100
671,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Gilles_Panizzi/Gilles_Panizzi_0001.jpg,224,224,1,100
672,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Sadam_Hassan/Sadam_Hassan_0001.jpg,224,224,1,100
673,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ryan_Goodman/Ryan_Goodman_0001.jpg,224,224,1,100
674,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Wayne_Allard/Wayne_Allard_0001.jpg,224,224,1,100
675,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mathias_Reichhold/Mathias_Reichhold_0001.jpg,224,224,1,100
676,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mathias_Reichhold/Mathias_Reichhold_0003.jpg,224,224,1,100
677,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mathias_Reichhold/Mathias_Reichhold_0002.jpg,224,224,1,100
678,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Franko_Simatovic/Franko_Simatovic_0001.jpg,224,224,1,100
679,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Franko_Simatovic/Franko_Simatovic_0002.jpg,224,224,1,100
680,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Melana_Scantlin/Melana_Scantlin_0001.jpg,224,224,1,100
681,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Platon_Lebedev/Platon_Lebedev_0001.jpg,224,224,1,100
682,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Wolfgang_Schneiderhan/Wolfgang_Schneiderhan_0001.jpg,224,224,1,100
683,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Yoon_Jin-Sik/Yoon_Jin-Sik_0001.jpg,224,224,1,100
684,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Sean_Patrick_Thomas/Sean_Patrick_Thomas_0001.jpg,224,224,1,100
685,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Juan_Roman_Carrasco/Juan_Roman_Carrasco_0001.jpg,224,224,1,100
686,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jeane_Kirkpatrick/Jeane_Kirkpatrick_0001.jpg,224,224,1,100
687,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0001.jpg,224,224,1,100
688,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0002.jpg,224,224,1,100
689,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0003.jpg,224,224,1,100
690,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Suzanne_Mubarak/Suzanne_Mubarak_0001.jpg,224,224,1,100
691,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Daniel_Montenegro/Daniel_Montenegro_0001.jpg,224,224,1,100
692,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jorge_Batlle/Jorge_Batlle_0003.jpg,224,224,1,100
693,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jorge_Batlle/Jorge_Batlle_0002.jpg,224,224,1,100
694,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jorge_Batlle/Jorge_Batlle_0001.jpg,224,224,1,100
695,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,224,224,1,100
696,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Duane_Lee_Chapman/Duane_Lee_Chapman_0001.jpg,224,224,1,100
697,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patrik_Kristiansson/Patrik_Kristiansson_0001.jpg,224,224,1,100
698,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Malak_Habbak/Malak_Habbak_0001.jpg,224,224,1,100
699,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Melissa_Manchester/Melissa_Manchester_0001.jpg,224,224,1,100
700,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Anthony_Pico/Anthony_Pico_0001.jpg,224,224,1,100
701,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Frank_Murkowski/Frank_Murkowski_0001.jpg,224,224,1,100
702,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/William_Shatner/William_Shatner_0001.jpg,224,224,1,100
703,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Aaron_Guiel/Aaron_Guiel_0001.jpg,224,224,1,100
704,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Martin_Howard/Martin_Howard_0001.jpg,224,224,1,100
705,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Noer_Muis/Noer_Muis_0001.jpg,224,224,1,100
706,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mike_Cunning/Mike_Cunning_0001.jpg,224,224,1,100
707,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Rosny_Desroches/Rosny_Desroches_0001.jpg,224,224,1,100
708,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Rio_Ferdinand/Rio_Ferdinand_0001.jpg,224,224,1,100
709,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Rio_Ferdinand/Rio_Ferdinand_0002.jpg,224,224,1,100
710,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tina_Andrews/Tina_Andrews_0001.jpg,224,224,1,100
711,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Matthias_Sammer/Matthias_Sammer_0001.jpg,224,224,1,100
712,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Amram_Mitzna/Amram_Mitzna_0001.jpg,224,224,1,100
713,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Amram_Mitzna/Amram_Mitzna_0002.jpg,224,224,1,100
714,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Danielle_Spencer/Danielle_Spencer_0001.jpg,224,224,1,100
715,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tatyana_Tomashova/Tatyana_Tomashova_0001.jpg,224,224,1,100
716,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tim_Floyd/Tim_Floyd_0002.jpg,224,224,1,100
717,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tim_Floyd/Tim_Floyd_0001.jpg,224,224,1,100
718,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steffi_Graf/Steffi_Graf_0004.jpg,224,224,1,100
719,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steffi_Graf/Steffi_Graf_0001.jpg,224,224,1,100
720,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steffi_Graf/Steffi_Graf_0003.jpg,224,224,1,100
721,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steffi_Graf/Steffi_Graf_0005.jpg,224,224,1,100
722,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Steffi_Graf/Steffi_Graf_0002.jpg,224,224,1,100
723,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Janette_Husarova/Janette_Husarova_0001.jpg,224,224,1,100
724,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Lorne_Michaels/Lorne_Michaels_0001.jpg,224,224,1,100
725,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ty_Votaw/Ty_Votaw_0001.jpg,224,224,1,100
726,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Feliciano_Lopez/Feliciano_Lopez_0001.jpg,224,224,1,100
727,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Phoenix_Chang/Phoenix_Chang_0001.jpg,224,224,1,100
728,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Dave_Barr/Dave_Barr_0001.jpg,224,224,1,100
729,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0013.jpg,224,224,1,100
730,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0007.jpg,224,224,1,100
731,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0004.jpg,224,224,1,100
732,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0035.jpg,224,224,1,100
733,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0016.jpg,224,224,1,100
734,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0038.jpg,224,224,1,100
735,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0029.jpg,224,224,1,100
736,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0017.jpg,224,224,1,100
737,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0031.jpg,224,224,1,100
738,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0037.jpg,224,224,1,100
739,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0011.jpg,224,224,1,100
740,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0008.jpg,224,224,1,100
741,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0009.jpg,224,224,1,100
742,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0024.jpg,224,224,1,100
743,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0026.jpg,224,224,1,100
744,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0002.jpg,224,224,1,100
745,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0001.jpg,224,224,1,100
746,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0027.jpg,224,224,1,100
747,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0027.jpg,224,224,1,100
748,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0003.jpg,224,224,1,100
749,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0003.jpg,224,224,1,100
750,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0005.jpg,224,224,1,100
751,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0025.jpg,224,224,1,100
752,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0020.jpg,224,224,1,100
753,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0028.jpg,224,224,1,100
754,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0010.jpg,224,224,1,100
755,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0039.jpg,224,224,1,100
756,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0018.jpg,224,224,1,100
757,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0022.jpg,224,224,1,100
758,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0036.jpg,224,224,1,100
759,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0006.jpg,224,224,1,100
760,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0030.jpg,224,224,1,100
761,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0033.jpg,224,224,1,100
762,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0019.jpg,224,224,1,100
763,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0015.jpg,224,224,1,100
764,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0034.jpg,224,224,1,100
765,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0032.jpg,224,224,1,100
766,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0012.jpg,224,224,1,100
767,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0023.jpg,224,224,1,100
768,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0021.jpg,224,224,1,100
769,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Hans_Blix/Hans_Blix_0014.jpg,224,224,1,100
770,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Milton/Michael_Milton_0001.jpg,224,224,1,100
771,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Madeleine_Albright/Madeleine_Albright_0003.jpg,224,224,1,100
772,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Madeleine_Albright/Madeleine_Albright_0002.jpg,224,224,1,100
773,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Madeleine_Albright/Madeleine_Albright_0001.jpg,224,224,1,100
774,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Zaini_Abdullah/Zaini_Abdullah_0001.jpg,224,224,1,100
775,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mike_Holmgren/Mike_Holmgren_0002.jpg,224,224,1,100
776,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Mike_Holmgren/Mike_Holmgren_0001.jpg,224,224,1,100
777,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Imelda_Marcos/Imelda_Marcos_0001.jpg,224,224,1,100
778,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Nikki_Reed/Nikki_Reed_0001.jpg,224,224,1,100
779,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Nikki_Reed/Nikki_Reed_0002.jpg,224,224,1,100
780,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Kevin_Borseth/Kevin_Borseth_0001.jpg,224,224,1,100
781,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Johnnie_Lynn/Johnnie_Lynn_0001.jpg,224,224,1,100
782,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Johnnie_Lynn/Johnnie_Lynn_0001.jpg,224,224,1,100
783,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Rohman_al-Ghozi/Rohman_al-Ghozi_0001.jpg,224,224,1,100
784,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jacqueline_Gold/Jacqueline_Gold_0001.jpg,224,224,1,100
785,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Aishwarya_Rai/Aishwarya_Rai_0001.jpg,224,224,1,100
786,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Antonio_Palocci/Antonio_Palocci_0003.jpg,224,224,1,100
787,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Antonio_Palocci/Antonio_Palocci_0001.jpg,224,224,1,100
788,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Antonio_Palocci/Antonio_Palocci_0008.jpg,224,224,1,100
